Device Name:,,OM-CP-VOLT101A
Device Description:,,Voltage Data Logger
Serial Number:,,R66667
Device ID:,,MultiChannel
,,
,,Channel 1
Date,Time,Voltage (mV)
5/17/22,14:04:22,73.565
5/17/22,14:14:22,73.925
5/17/22,14:24:22,71.905
5/17/22,14:34:22,71.5
5/17/22,14:44:22,73.94
5/17/22,14:54:22,74.015
5/17/22,15:04:22,72.47
5/17/22,15:14:22,75.38
5/17/22,15:24:22,70.82
5/17/22,15:34:22,73.415
5/17/22,15:44:22,74.485
5/17/22,15:54:22,75.19
5/17/22,16:04:22,71.955
5/17/22,16:14:22,73.925
5/17/22,16:24:22,73.765
5/17/22,16:34:22,75.825
5/17/22,16:44:22,78.29
5/17/22,16:54:22,75.63
5/17/22,17:04:22,77.97
5/17/22,17:14:22,73.64
5/17/22,17:24:22,78.38
5/17/22,17:34:22,79.4
5/17/22,17:44:22,78.41
5/17/22,17:54:22,79.78
5/17/22,18:04:22,79.815
5/17/22,18:14:22,80.185
5/17/22,18:24:22,19.44
5/17/22,18:34:22,18.86
5/17/22,18:44:22,18.72
5/17/22,18:54:22,18.54
5/17/22,19:04:22,16.55
5/17/22,19:14:22,19.26
5/17/22,19:24:22,19.715
5/17/22,19:34:22,20.63
5/17/22,19:44:22,22.285
5/17/22,19:54:22,21.985
5/17/22,20:04:22,22.785
5/17/22,20:14:22,22.305
5/17/22,20:24:22,19.74
5/17/22,20:34:22,22.47
5/17/22,20:44:22,19.845
5/17/22,20:54:22,18.88
5/17/22,21:04:22,18.69
5/17/22,21:14:22,18.81
5/17/22,21:24:22,19.735
5/17/22,21:34:22,2.005
5/17/22,21:44:22,2.005
5/17/22,21:54:22,2.005
5/17/22,22:04:22,2.005
5/17/22,22:14:22,2.01
5/17/22,22:24:22,2.435
5/17/22,22:34:22,3.425
5/17/22,22:44:22,4.385
5/17/22,22:54:22,5.32
5/17/22,23:04:22,6.255
5/17/22,23:14:22,7.16
5/17/22,23:24:22,8.035
5/17/22,23:34:22,8.905
5/17/22,23:44:22,9.745
5/17/22,23:54:22,10.58
5/18/22,0:04:22,11.395
5/18/22,0:14:22,12.205
5/18/22,0:24:22,13.005
5/18/22,0:34:22,13.785
5/18/22,0:44:22,14.56
5/18/22,0:54:22,15.325
5/18/22,1:04:22,16.075
5/18/22,1:14:22,16.82
5/18/22,1:24:22,17.545
5/18/22,1:34:22,18.275
5/18/22,1:44:22,18.99
5/18/22,1:54:22,19.68
5/18/22,2:04:22,20.29
5/18/22,2:14:22,20.78
5/18/22,2:24:22,21.325
5/18/22,2:34:22,21.9
5/18/22,2:44:22,22.495
5/18/22,2:54:22,23.075
5/18/22,3:04:22,23.655
5/18/22,3:14:22,24.22
5/18/22,3:24:22,24.78
5/18/22,3:34:22,25.33
5/18/22,3:44:22,25.865
5/18/22,3:54:22,26.405
5/18/22,4:04:22,26.93
5/18/22,4:14:22,27.445
5/18/22,4:24:22,27.955
5/18/22,4:34:22,28.455
5/18/22,4:44:22,28.945
5/18/22,4:54:22,29.43
5/18/22,5:04:22,29.91
5/18/22,5:14:22,30.385
5/18/22,5:24:22,30.85
5/18/22,5:34:22,31.295
5/18/22,5:44:22,31.755
5/18/22,5:54:22,32.2
5/18/22,6:04:22,32.635
5/18/22,6:14:22,33.065
5/18/22,6:24:22,33.49
5/18/22,6:34:22,33.9
5/18/22,6:44:22,34.315
5/18/22,6:54:22,34.705
5/18/22,7:04:22,35.085
5/18/22,7:14:22,35.455
5/18/22,7:24:22,31.33
5/18/22,7:34:22,160
5/18/22,7:44:22,6.205
5/18/22,7:54:22,160
5/18/22,8:04:22,160
5/18/22,8:14:22,160
5/18/22,8:24:22,160
5/18/22,8:34:22,11.705
5/18/22,8:44:22,6.235
5/18/22,8:54:22,160
5/18/22,9:04:22,21.18
5/18/22,9:14:22,91.595
5/18/22,9:24:22,106.59
5/18/22,9:34:22,115.31
5/18/22,9:44:22,112.63
5/18/22,9:54:22,105.345
5/18/22,10:04:22,100.455
5/18/22,10:14:22,93.32
5/18/22,10:24:22,90.145
5/18/22,10:34:22,86.245
5/18/22,10:44:22,84.68
5/18/22,10:54:22,83.805
5/18/22,11:04:22,76.135
5/18/22,11:14:22,70.975
5/18/22,11:24:22,73.87
5/18/22,11:34:22,71.695
5/18/22,11:44:22,68.485
5/18/22,11:54:22,69.775
5/18/22,12:04:22,68.85
5/18/22,12:14:22,68.985
5/18/22,12:24:22,68.37
5/18/22,12:34:22,65.795
5/18/22,12:44:22,68.38
5/18/22,12:54:22,70.26
5/18/22,13:04:22,65.985
5/18/22,13:14:22,66.13
5/18/22,13:24:22,70.3
5/18/22,13:34:22,65.195
5/18/22,13:44:22,66.08
5/18/22,13:54:22,68.53
5/18/22,14:04:22,65.215
5/18/22,14:14:22,67.09
5/18/22,14:24:22,66.06
5/18/22,14:34:22,64.83
5/18/22,14:44:22,66.445
5/18/22,14:54:22,69.125
5/18/22,15:04:22,66.115
5/18/22,15:14:22,63.43
5/18/22,15:24:22,66.36
5/18/22,15:34:22,67.225
5/18/22,15:44:22,71.635
5/18/22,15:54:22,70.655
5/18/22,16:04:22,71.25
5/18/22,16:14:22,65.94
5/18/22,16:24:22,68.975
5/18/22,16:34:22,72.25
5/18/22,16:44:22,73.065
5/18/22,16:54:22,72.525
5/18/22,17:04:22,75.395
5/18/22,17:14:22,18.04
5/18/22,17:24:22,15.175
5/18/22,17:34:22,19.32
5/18/22,17:44:22,20.195
5/18/22,17:54:22,21.64
5/18/22,18:04:22,19.44
5/18/22,18:14:22,18.555
5/18/22,18:24:22,18.26
5/18/22,18:34:22,18.85
5/18/22,18:44:22,19.185
5/18/22,18:54:22,18.92
5/18/22,19:04:22,19.91
5/18/22,19:14:22,20.735
5/18/22,19:24:22,21.14
5/18/22,19:34:22,2.01
5/18/22,19:44:22,2.005
5/18/22,19:54:22,2.005
5/18/22,20:04:22,2.01
5/18/22,20:14:22,2.01
5/18/22,20:24:22,2.01
5/18/22,20:34:22,2.615
5/18/22,20:44:22,3.6
5/18/22,20:54:22,4.57
5/18/22,21:04:22,5.515
5/18/22,21:14:22,6.44
5/18/22,21:24:22,7.34
5/18/22,21:34:22,8.23
5/18/22,21:44:22,9.11
5/18/22,21:54:22,9.96
5/18/22,22:04:22,10.805
5/18/22,22:14:22,11.63
5/18/22,22:24:22,12.445
5/18/22,22:34:22,13.23
5/18/22,22:44:22,13.915
5/18/22,22:54:22,14.575
5/18/22,23:04:22,15.27
5/18/22,23:14:22,15.97
5/18/22,23:24:22,16.66
5/18/22,23:34:22,17.34
5/18/22,23:44:22,18.01
5/18/22,23:54:22,18.665
5/19/22,0:04:22,19.315
5/19/22,0:14:22,19.95
5/19/22,0:24:22,20.575
5/19/22,0:34:22,21.185
5/19/22,0:44:22,21.79
5/19/22,0:54:22,22.375
5/19/22,1:04:22,22.95
5/19/22,1:14:22,23.54
5/19/22,1:24:22,24.11
5/19/22,1:34:22,24.67
5/19/22,1:44:22,25.22
5/19/22,1:54:22,25.765
5/19/22,2:04:22,26.305
5/19/22,2:14:22,26.83
5/19/22,2:24:22,27.36
5/19/22,2:34:22,27.875
5/19/22,2:44:22,28.38
5/19/22,2:54:22,28.89
5/19/22,3:04:22,29.385
5/19/22,3:14:22,29.875
5/19/22,3:24:22,30.35
5/19/22,3:34:22,30.825
5/19/22,3:44:22,31.29
5/19/22,3:54:22,31.745
5/19/22,4:04:22,32.195
5/19/22,4:14:22,32.65
5/19/22,4:24:22,33.085
5/19/22,4:34:22,33.525
5/19/22,4:44:22,33.955
5/19/22,4:54:22,34.385
5/19/22,5:04:22,34.8
5/19/22,5:14:22,35.225
5/19/22,5:24:22,35.625
5/19/22,5:34:22,36.035
5/19/22,5:44:22,36.44
5/19/22,5:54:22,36.835
5/19/22,6:04:22,37.23
5/19/22,6:14:22,37.625
5/19/22,6:24:22,38.01
5/19/22,6:34:22,38.39
5/19/22,6:44:22,38.765
5/19/22,6:54:22,39.14
5/19/22,7:04:22,39.51
5/19/22,7:14:22,39.865
5/19/22,7:24:22,40.215
5/19/22,7:34:22,40.555
5/19/22,7:44:22,40.895
5/19/22,7:54:22,41.225
5/19/22,8:04:22,41.565
5/19/22,8:14:22,160
5/19/22,8:24:22,160
5/19/22,8:34:22,6.105
5/19/22,8:44:22,6.585
5/19/22,8:54:22,5.835
5/19/22,9:04:22,41.235
5/19/22,9:14:22,86.705
5/19/22,9:24:22,103.97
5/19/22,9:34:22,113.85
5/19/22,9:44:22,107.975
5/19/22,9:54:22,108.99
5/19/22,10:04:22,108.52
5/19/22,10:14:22,103.935
5/19/22,10:24:22,101.485
5/19/22,10:34:22,97.385
5/19/22,10:44:22,88.725
5/19/22,10:54:22,90.505
5/19/22,11:04:22,82.695
5/19/22,11:14:22,83.915
5/19/22,11:24:22,79.155
5/19/22,11:34:22,81.19
5/19/22,11:44:22,76.05
5/19/22,11:54:22,73.565
5/19/22,12:04:22,73.905
5/19/22,12:14:22,67.14
5/19/22,12:24:22,67.62
5/19/22,12:34:22,68.9
5/19/22,12:44:22,66.205
5/19/22,12:54:22,66.58
5/19/22,13:04:22,65.165
5/19/22,13:14:22,62.6
5/19/22,13:24:22,66.365
5/19/22,13:34:22,69.035
5/19/22,13:44:22,66.13
5/19/22,13:54:22,66.405
5/19/22,14:04:22,66.49
5/19/22,14:14:22,66.3
5/19/22,14:24:22,66.17
5/19/22,14:34:22,68.45
5/19/22,14:44:22,62.93
5/19/22,14:54:22,64.24
5/19/22,15:04:22,67.38
5/19/22,15:14:22,66.42
5/19/22,15:24:22,62.285
5/19/22,15:34:22,68.635
5/19/22,15:44:22,67.275
5/19/22,15:54:22,17.465
5/19/22,16:04:22,22.13
5/19/22,16:14:22,18.875
5/19/22,16:24:22,19.585
5/19/22,16:34:22,21.605
5/19/22,16:44:22,20.95
5/19/22,16:54:22,22.19
5/19/22,17:04:22,22.12
5/19/22,17:14:22,17.39
5/19/22,17:24:22,18.31
5/19/22,17:34:22,20.075
5/19/22,17:44:22,2.005
5/19/22,17:54:22,2.01
5/19/22,18:04:22,2.015
5/19/22,18:14:22,2.015
5/19/22,18:24:22,2.015
5/19/22,18:34:22,2.025
5/19/22,18:44:22,2.96
5/19/22,18:54:22,4.025
5/19/22,19:04:22,5.065
5/19/22,19:14:22,6.06
5/19/22,19:24:22,7.04
5/19/22,19:34:22,7.995
5/19/22,19:44:22,8.925
5/19/22,19:54:22,9.825
5/19/22,20:04:22,10.605
5/19/22,20:14:22,11.385
5/19/22,20:24:22,12.2
5/19/22,20:34:22,13
5/19/22,20:44:22,13.775
5/19/22,20:54:22,14.53
5/19/22,21:04:22,15.27
5/19/22,21:14:22,16.01
5/19/22,21:24:22,16.745
5/19/22,21:34:22,17.465
5/19/22,21:44:22,18.175
5/19/22,21:54:22,18.875
5/19/22,22:04:22,19.55
5/19/22,22:14:22,20.225
5/19/22,22:24:22,20.895
5/19/22,22:34:22,21.545
5/19/22,22:44:22,22.19
5/19/22,22:54:22,22.82
5/19/22,23:04:22,23.445
5/19/22,23:14:22,24.05
5/19/22,23:24:22,24.645
5/19/22,23:34:22,25.24
5/19/22,23:44:22,25.815
5/19/22,23:54:22,26.385
5/20/22,0:04:22,26.94
5/20/22,0:14:22,27.485
5/20/22,0:24:22,28.02
5/20/22,0:34:22,28.55
5/20/22,0:44:22,29.075
5/20/22,0:54:22,29.595
5/20/22,1:04:22,30.105
5/20/22,1:14:22,30.6
5/20/22,1:24:22,31.085
5/20/22,1:34:22,31.56
5/20/22,1:44:22,32.04
5/20/22,1:54:22,32.525
5/20/22,2:04:22,32.99
5/20/22,2:14:22,33.45
5/20/22,2:24:22,33.895
5/20/22,2:34:22,34.335
5/20/22,2:44:22,34.765
5/20/22,2:54:22,35.19
5/20/22,3:04:22,35.6
5/20/22,3:14:22,36.005
5/20/22,3:24:22,36.415
5/20/22,3:34:22,36.81
5/20/22,3:44:22,37.175
5/20/22,3:54:22,37.52
5/20/22,4:04:22,37.86
5/20/22,4:14:22,38.185
5/20/22,4:24:22,38.52
5/20/22,4:34:22,38.845
5/20/22,4:44:22,39.17
5/20/22,4:54:22,39.48
5/20/22,5:04:22,39.805
5/20/22,5:14:22,40.115
5/20/22,5:24:22,40.4
5/20/22,5:34:22,40.7
5/20/22,5:44:22,40.98
5/20/22,5:54:22,41.25
5/20/22,6:04:22,41.495
5/20/22,6:14:22,41.74
5/20/22,6:24:22,41.995
5/20/22,6:34:22,42.25
5/20/22,6:44:22,42.51
5/20/22,6:54:22,42.795
5/20/22,7:04:22,43.05
5/20/22,7:14:22,43.305
5/20/22,7:24:22,43.56
5/20/22,7:34:22,43.825
5/20/22,7:44:22,44.085
5/20/22,7:54:22,44.35
5/20/22,8:04:22,44.59
5/20/22,8:14:22,44.84
5/20/22,8:24:22,45.11
5/20/22,8:34:22,45.335
5/20/22,8:44:22,45.57
5/20/22,8:54:22,45.8
5/20/22,9:04:22,46.04
5/20/22,9:14:22,46.255
5/20/22,9:24:22,46.465
5/20/22,9:34:22,46.71
5/20/22,9:44:22,47.08
5/20/22,9:54:22,47.465
5/20/22,10:04:22,47.75
5/20/22,10:14:22,48.12
5/20/22,10:24:22,153.595
5/20/22,10:34:22,160
5/20/22,10:44:22,160
5/20/22,10:54:22,4.42
5/20/22,11:04:22,160
5/20/22,11:14:22,8.55
5/20/22,11:24:22,9.72
5/20/22,11:34:22,160
5/20/22,11:44:22,160
5/20/22,11:54:22,160
5/20/22,12:04:22,160
5/20/22,12:14:22,160
5/20/22,12:24:22,160
5/20/22,12:34:22,160
5/20/22,12:44:22,160
5/20/22,12:54:22,160
5/20/22,13:04:22,160
5/20/22,13:14:22,160
5/20/22,13:24:22,160
5/20/22,13:34:22,160
5/20/22,13:44:22,160
5/20/22,13:54:22,7.455
5/20/22,14:04:22,8.09
5/20/22,14:14:22,9.495
5/20/22,14:24:22,10.205
5/20/22,14:34:22,10.85
5/20/22,14:44:22,11.55
5/20/22,14:54:22,12.235
5/20/22,15:04:22,12.855
5/20/22,15:14:22,13.51
5/20/22,15:24:22,14.2
5/20/22,15:34:22,14.855
5/20/22,15:44:22,15.495
5/20/22,15:54:22,16.125
5/20/22,16:04:22,16.74
5/20/22,16:14:22,17.355
5/20/22,16:24:22,17.99
5/20/22,16:34:22,18.615
5/20/22,16:44:22,19.23
5/20/22,16:54:22,19.8
5/20/22,17:04:22,20.39
5/20/22,17:14:22,20.96
5/20/22,17:24:22,21.495
5/20/22,17:34:22,22.01
5/20/22,17:44:22,22.54
5/20/22,17:54:22,23.06
5/20/22,18:04:22,23.565
5/20/22,18:14:22,24.08
5/20/22,18:24:22,24.58
5/20/22,18:34:22,25.07
5/20/22,18:44:22,25.58
5/20/22,18:54:22,26.065
5/20/22,19:04:22,26.58
5/20/22,19:14:22,27.055
5/20/22,19:24:22,27.495
5/20/22,19:34:22,27.955
5/20/22,19:44:22,28.405
5/20/22,19:54:22,28.875
5/20/22,20:04:22,29.265
5/20/22,20:14:22,29.72
5/20/22,20:24:22,30.17
5/20/22,20:34:22,30.585
5/20/22,20:44:22,30.99
5/20/22,20:54:22,31.405
5/20/22,21:04:22,31.825
5/20/22,21:14:22,32.22
5/20/22,21:24:22,32.625
5/20/22,21:34:22,33.025
5/20/22,21:44:22,33.38
5/20/22,21:54:22,33.77
5/20/22,22:04:22,34.12
5/20/22,22:14:22,34.44
5/20/22,22:24:22,34.815
5/20/22,22:34:22,35.2
5/20/22,22:44:22,35.59
5/20/22,22:54:22,35.96
5/20/22,23:04:22,36.325
5/20/22,23:14:22,36.685
5/20/22,23:24:22,37.045
5/20/22,23:34:22,37.4
5/20/22,23:44:22,37.735
5/20/22,23:54:22,38.075
5/21/22,0:04:22,38.42
5/21/22,0:14:22,38.775
5/21/22,0:24:22,39.145
5/21/22,0:34:22,39.505
5/21/22,0:44:22,39.87
5/21/22,0:54:22,40.24
5/21/22,1:04:22,40.57
5/21/22,1:14:22,40.92
5/21/22,1:24:22,41.255
5/21/22,1:34:22,41.605
5/21/22,1:44:22,41.935
5/21/22,1:54:22,42.27
5/21/22,2:04:22,42.6
5/21/22,2:14:22,42.925
5/21/22,2:24:22,43.235
5/21/22,2:34:22,43.55
5/21/22,2:44:22,43.87
5/21/22,2:54:22,44.185
5/21/22,3:04:22,44.49
5/21/22,3:14:22,44.785
5/21/22,3:24:22,45.045
5/21/22,3:34:22,45.34
5/21/22,3:44:22,45.635
5/21/22,3:54:22,45.925
5/21/22,4:04:22,46.225
5/21/22,4:14:22,46.505
5/21/22,4:24:22,46.785
5/21/22,4:34:22,47.04
5/21/22,4:44:22,47.325
5/21/22,4:54:22,47.61
5/21/22,5:04:22,47.885
5/21/22,5:14:22,48.155
5/21/22,5:24:22,48.415
5/21/22,5:34:22,48.675
5/21/22,5:44:22,48.94
5/21/22,5:54:22,49.205
5/21/22,6:04:22,49.455
5/21/22,6:14:22,49.715
5/21/22,6:24:22,49.97
5/21/22,6:34:22,50.225
5/21/22,6:44:22,50.475
5/21/22,6:54:22,50.74
5/21/22,7:04:22,50.995
5/21/22,7:14:22,51.24
5/21/22,7:24:22,51.49
5/21/22,7:34:22,51.75
5/21/22,7:44:22,51.975
5/21/22,7:54:22,52.16
5/21/22,8:04:22,52.45
5/21/22,8:14:22,52.715
5/21/22,8:24:22,52.925
5/21/22,8:34:22,53.175
5/21/22,8:44:22,53.39
5/21/22,8:54:22,53.365
5/21/22,9:04:22,53.57
5/21/22,9:14:22,53.86
5/21/22,9:24:22,54.125
5/21/22,9:34:22,54.35
5/21/22,9:44:22,54.595
5/21/22,9:54:22,54.855
5/21/22,10:04:22,55.15
5/21/22,10:14:22,55.405
5/21/22,10:24:22,55.605
5/21/22,10:34:22,55.98
5/21/22,10:44:22,56.18
5/21/22,10:54:22,56.44
5/21/22,11:04:22,56.675
5/21/22,11:14:22,56.915
5/21/22,11:24:22,57.175
5/21/22,11:34:22,57.33
5/21/22,11:44:22,57.65
5/21/22,11:54:22,57.89
5/21/22,12:04:22,58.135
5/21/22,12:14:22,58.35
5/21/22,12:24:22,58.69
5/21/22,12:34:22,58.88
5/21/22,12:44:22,59.105
5/21/22,12:54:22,59.39
5/21/22,13:04:22,59.665
5/21/22,13:14:22,59.9
5/21/22,13:24:22,60.075
5/21/22,13:34:22,60.285
5/21/22,13:44:22,60.48
5/21/22,13:54:22,60.675
5/21/22,14:04:22,60.87
5/21/22,14:14:22,61.08
5/21/22,14:24:22,61.295
5/21/22,14:34:22,61.48
5/21/22,14:44:22,61.685
5/21/22,14:54:22,61.9
5/21/22,15:04:22,62.095
5/21/22,15:14:22,62.275
5/21/22,15:24:22,62.485
5/21/22,15:34:22,62.695
5/21/22,15:44:22,62.875
5/21/22,15:54:22,63.065
5/21/22,16:04:22,63.255
5/21/22,16:14:22,63.45
5/21/22,16:24:22,63.635
5/21/22,16:34:22,63.805
5/21/22,16:44:22,63.99
5/21/22,16:54:22,64.17
5/21/22,17:04:22,64.35
5/21/22,17:14:22,64.54
5/21/22,17:24:22,64.715
5/21/22,17:34:22,64.88
5/21/22,17:44:22,65.06
5/21/22,17:54:22,65.245
5/21/22,18:04:22,65.415
5/21/22,18:14:22,65.58
5/21/22,18:24:22,65.75
5/21/22,18:34:22,65.905
5/21/22,18:44:22,66.075
5/21/22,18:54:22,66.23
5/21/22,19:04:22,66.395
5/21/22,19:14:22,66.56
5/21/22,19:24:22,66.715
5/21/22,19:34:22,66.865
5/21/22,19:44:22,67.03
5/21/22,19:54:22,67.185
5/21/22,20:04:22,67.335
5/21/22,20:14:22,67.49
5/21/22,20:24:22,67.66
5/21/22,20:34:22,67.81
5/21/22,20:44:22,67.975
5/21/22,20:54:22,68.125
5/21/22,21:04:22,68.285
5/21/22,21:14:22,68.44
5/21/22,21:24:22,68.595
5/21/22,21:34:22,68.75
5/21/22,21:44:22,68.91
5/21/22,21:54:22,69.06
5/21/22,22:04:22,69.2
5/21/22,22:14:22,69.34
5/21/22,22:24:22,69.475
5/21/22,22:34:22,69.61
5/21/22,22:44:22,69.75
5/21/22,22:54:22,69.865
5/21/22,23:04:22,69.98
5/21/22,23:14:22,70.11
5/21/22,23:24:22,70.255
5/21/22,23:34:22,70.4
5/21/22,23:44:22,70.545
5/21/22,23:54:22,70.68
5/22/22,0:04:22,70.815
5/22/22,0:14:22,70.96
5/22/22,0:24:22,71.08
5/22/22,0:34:22,71.215
5/22/22,0:44:22,71.34
5/22/22,0:54:22,71.47
5/22/22,1:04:22,71.595
5/22/22,1:14:22,71.715
5/22/22,1:24:22,71.84
5/22/22,1:34:22,71.96
5/22/22,1:44:22,72.075
5/22/22,1:54:22,72.19
5/22/22,2:04:22,72.3
5/22/22,2:14:22,72.41
5/22/22,2:24:22,72.515
5/22/22,2:34:22,72.62
5/22/22,2:44:22,72.72
5/22/22,2:54:22,72.825
5/22/22,3:04:22,72.925
5/22/22,3:14:22,73.02
5/22/22,3:24:22,73.12
5/22/22,3:34:22,73.215
5/22/22,3:44:22,73.32
5/22/22,3:54:22,73.41
